ID,Title,website,seniorly_url,normalized_types,Slug
,Callinis Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/callini-s-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/callini-s-assisted-living,"Assisted Living Community, Assisted Living Home",callinis-assisted-living
,Canyon Creek Assisted Living Memory Care,https://www.seniorly.com/assisted-living/arizona/gilbert/canyon-creek-assisted-living-memory-care,https://www.seniorly.com/assisted-living/arizona/gilbert/canyon-creek-assisted-living-memory-care,Assisted Living Community,canyon-creek-assisted-living-memory-care
,Canyon Valley Memory Care Residence,https://www.seniorly.com/assisted-living/arizona/green-valley/canyon-valley-memory-care-residence,https://www.seniorly.com/assisted-living/arizona/green-valley/canyon-valley-memory-care-residence,"Assisted Living Community, Memory Care",canyon-valley-memory-care-residence
,Canyon View By Platinum Care Homes,https://www.seniorly.com/assisted-living/arizona/tucson/canyon-view-adult-care-home,https://www.seniorly.com/assisted-living/arizona/tucson/canyon-view-adult-care-home,"Assisted Living Community, Assisted Living Home",canyon-view-by-platinum-care-homes
,Carefree Assisted Living Center,https://www.seniorly.com/assisted-living/arizona/cottonwood/carefree-assisted-living-center,https://www.seniorly.com/assisted-living/arizona/cottonwood/carefree-assisted-living-center,"Assisted Living Community, Assisted Living Home",carefree-assisted-living-center
,Carefree Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/carefree/carefree-manor-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/carefree/carefree-manor-assisted-living-llc,"Assisted Living Community, Assisted Living Home",carefree-manor-assisted-living
,Caring Hands Comfort Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/caring-hands-comfort-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/tucson/caring-hands-comfort-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",caring-hands-comfort-assisted-living
,Casa Buena Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/casa-buena-assisted-living,https://www.seniorly.com/assisted-living/arizona/chandler/casa-buena-assisted-living,Assisted Living Community,casa-buena-assisted-living
,Casa De Los Abuelos Dos,https://www.seniorly.com/assisted-living/arizona/tucson/casa-de-los-abuelos-dos-llc,https://www.seniorly.com/assisted-living/arizona/tucson/casa-de-los-abuelos-dos-llc,"Assisted Living Community, Assisted Living Home",casa-de-los-abuelos-dos
,Casa De Vida Living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living,Assisted Living Community,casa-de-vida-living
,Casa De Vida Living,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix,https://www.seniorly.com/assisted-living/arizona/phoenix/casa-de-vida-living-phoenix,Assisted Living Community,casa-de-vida-living-2
,Casa Theresita Iii,https://www.seniorly.com/assisted-living/arizona/tucson/casa-theresita-iii,https://www.seniorly.com/assisted-living/arizona/tucson/casa-theresita-iii,"Assisted Living Community, Assisted Living Home",casa-theresita-iii
,Casas Adobes Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-assisted-living,https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-assisted-living,"Assisted Living Community, Independent Living, Memory Care",casas-adobes-assisted-living
,Casas Chapala,https://www.seniorly.com/assisted-living/arizona/tucson/casas-chapala,https://www.seniorly.com/assisted-living/arizona/tucson/casas-chapala,"Assisted Living Community, Assisted Living Home",casas-chapala
,Cascades Of Tucson,https://www.seniorly.com/assisted-living/arizona/tucson/cascades-of-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/cascades-of-tucson,"Assisted Living Community, Memory Care",cascades-of-tucson
,Caveo Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/caveo-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/caveo-assisted-living,"Assisted Living Community, Assisted Living Home",caveo-assisted-living
,Cedar Pastures,https://www.seniorly.com/assisted-living/arizona/chandler/cedar-pastures,https://www.seniorly.com/assisted-living/arizona/chandler/cedar-pastures,"Assisted Living Community, Assisted Living Home",cedar-pastures
,Central Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/central-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/central-assisted-living,"Assisted Living Community, Assisted Living Home",central-assisted-living
,Central Scottsdale Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/central-scottsdale-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/central-scottsdale-assisted-living-llc,"Assisted Living Community, Assisted Living Home",central-scottsdale-assisted-living
,Cesca Adult Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/cesca-adult-care-home,https://www.seniorly.com/assisted-living/arizona/glendale/cesca-adult-care-home,"Assisted Living Community, Assisted Living Home",cesca-adult-care-home
,Charles Residential Care,https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care,https://www.seniorly.com/assisted-living/arizona/goodyear/charles-residential-care,Assisted Living Community,charles-residential-care
,Christian Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-assisted-living-inc,"Assisted Living Community, Memory Care",christian-care-assisted-living
,Christian Care Manor Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-manor-ii-inc,https://www.seniorly.com/assisted-living/arizona/phoenix/christian-care-manor-ii-inc,Assisted Living Community,christian-care-manor-ii
,Citrus Manor,https://www.seniorly.com/assisted-living/arizona/mesa/citrus-manor,https://www.seniorly.com/assisted-living/arizona/mesa/citrus-manor,"Assisted Living Community, Assisted Living Home",citrus-manor
,Clarendale Arcadia,https://www.seniorly.com/assisted-living/arizona/phoenix/clarendale-arcadia-residential-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/clarendale-arcadia-residential-senior-living,"Assisted Living Community, Independent Living, Memory Care",clarendale-arcadia
,Clarendale Of Chandler,https://www.seniorly.com/assisted-living/arizona/chandler/clarendale-of-chandler,https://www.seniorly.com/assisted-living/arizona/chandler/clarendale-of-chandler,"Assisted Living Community, Independent Living, Memory Care",clarendale-of-chandler
,Comfort Assisted Living,https://www.seniorly.com/assisted-living/arizona/peoria/comfort-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/peoria/comfort-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",comfort-assisted-living
,Compassionate Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/compassionate-manor-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/compassionate-manor-assisted-living,"Assisted Living Community, Memory Care",compassionate-manor-assisted-living
,Constant Care Assisted Living North Central,https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living-north-central,https://www.seniorly.com/assisted-living/arizona/phoenix/constant-care-assisted-living-north-central,"Assisted Living Community, Assisted Living Home",constant-care-assisted-living-north-central
,Coolidge Legacy At Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/coolidge-legacy-at-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/coolidge-legacy-at-scottsdale,Assisted Living Community,coolidge-legacy-at-scottsdale
,Copper Sky Assisted Living,https://www.seniorly.com/assisted-living/arizona/casa-grande/copper-sky-assisted-living,https://www.seniorly.com/assisted-living/arizona/casa-grande/copper-sky-assisted-living,Assisted Living Community,copper-sky-assisted-living
,Copper Village Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/copper-village-assisted-living,https://www.seniorly.com/assisted-living/arizona/mesa/copper-village-assisted-living,Assisted Living Community,copper-village-assisted-living
,Corine Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/corine-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/corine-assisted-living,Assisted Living Community,corine-assisted-living
,Corrine Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/corrine-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/corrine-assisted-living,"Assisted Living Community, Assisted Living Home",corrine-assisted-living
,Cottonwood Village,https://www.seniorly.com/assisted-living/arizona/cottonwood/cottonwood-village,https://www.seniorly.com/assisted-living/arizona/cottonwood/cottonwood-village,"Assisted Living Community, Independent Living, Memory Care",cottonwood-village
,Country Oaks,https://www.seniorly.com/assisted-living/arizona/mesa/country-oaks-llc,https://www.seniorly.com/assisted-living/arizona/mesa/country-oaks-llc,"Assisted Living Community, Assisted Living Home",country-oaks
,Countryside Senior Living,https://www.seniorly.com/assisted-living/arizona/queen-creek/countryside-senior-living-queen-creek,https://www.seniorly.com/assisted-living/arizona/queen-creek/countryside-senior-living-queen-creek,Assisted Living Community,countryside-senior-living
,County Villa,https://www.seniorly.com/assisted-living/arizona/mesa/county-villa-llc,https://www.seniorly.com/assisted-living/arizona/mesa/county-villa-llc,"Assisted Living Community, Assisted Living Home",county-villa
,Crismon Peaks Assisted Living,https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc,https://www.seniorly.com/assisted-living/arizona/mesa/crismon-peaks-assisted-living-llc,"Assisted Living Community, Assisted Living Home",crismon-peaks-assisted-living-2
,Crystal Joy Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home,https://www.seniorly.com/assisted-living/arizona/glendale/crystal-joy-care-home,"Assisted Living Community, Assisted Living Home",crystal-joy-care-home
,D Vintage Place Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/d-vintage-place-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/chandler/d-vintage-place-assisted-living-home,"Assisted Living Community, Assisted Living Home",d-vintage-place-assisted-living
,Darcy Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/chandler/d-arcy-manor-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/chandler/d-arcy-manor-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",darcy-manor-assisted-living
,Danielas Assisted Living,https://www.seniorly.com/assisted-living/arizona/glendale/daniela-s-assisted-living,https://www.seniorly.com/assisted-living/arizona/glendale/daniela-s-assisted-living,"Assisted Living Community, Assisted Living Home",danielas-assisted-living
,Daniellas Loving Care Home,https://www.seniorly.com/assisted-living/arizona/glendale/daniella-s-loving-care-home,https://www.seniorly.com/assisted-living/arizona/glendale/daniella-s-loving-care-home,"Assisted Living Community, Assisted Living Home",daniellas-loving-care-home
,Danilas Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/danila-s-assisted-living,https://www.seniorly.com/assisted-living/arizona/phoenix/danila-s-assisted-living,"Assisted Living Community, Assisted Living Home",danilas-assisted-living
,Desert Comfort Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-comfort-assisted-living-home,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-comfort-assisted-living-home,"Assisted Living Community, Assisted Living Home",desert-comfort-assisted-living
,Desert Cove Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/desert-cove-assisted-living,"Assisted Living Community, Assisted Living Home",desert-cove-assisted-living
,Desert Dreams Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/desert-dreams-adult-care-home-llc,https://www.seniorly.com/assisted-living/arizona/tucson/desert-dreams-adult-care-home-llc,"Assisted Living Community, Assisted Living Home",desert-dreams-adult-care-home
,Desert Garden Assisted Living Ii,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-ii,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-ii,"Assisted Living Community, Assisted Living Home",desert-garden-assisted-living-ii
,Desert Garden Assisted Living,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-inc,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-garden-assisted-living-inc,"Assisted Living Community, Assisted Living Home",desert-garden-assisted-living
,Desert Garden Homecare,https://www.seniorly.com/assisted-living/arizona/mesa/desert-garden-homecare,https://www.seniorly.com/assisted-living/arizona/mesa/desert-garden-homecare,Assisted Living Community,desert-garden-homecare
,Desert Haven Home Care,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-haven-home-care,https://www.seniorly.com/assisted-living/arizona/phoenix/desert-haven-home-care,"Assisted Living Community, Assisted Living Home",desert-haven-home-care
