ID,Title,URL,OldSerialized,NormalizedTypes,NormalizedTypeIDs,SerializedWritten
?,Arden Haven Assisted Living,https://app.seniorplace.com/communities/show/f9055310-49ad-44ad-88c9-d41ed1ba8469,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arden Haven Assisted Living,https://app.seniorplace.com/communities/show/d44b14cb-44d1-42f6-82cb-8bbbbaf7307c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arden Valley Home Care,https://app.seniorplace.com/communities/show/2277be2b-c5df-42f5-83b3-b23c65463cd5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arden Villa,https://app.seniorplace.com/communities/show/edebcb53-a1b1-4217-a91b-0efb68e80fca,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arden Villa,https://app.seniorplace.com/communities/show/153b87e6-0c6f-47ab-83ee-88fc07fe8a1f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Adult Care Home,https://app.seniorplace.com/communities/show/09bd6c8a-0298-46e2-9980-7c239aa53282,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Assisted Living And Memory Care,https://app.seniorplace.com/communities/show/c20d4797-fcc9-4851-85d1-840c798549f5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Assisted Living,https://app.seniorplace.com/communities/show/6d870139-c74a-493e-a50b-ddcda0a0a862,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Assisted Living,https://app.seniorplace.com/communities/show/1e4934ed-11fc-43d1-bc4e-8af3e0bfbd62,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Best Care For Seniors,https://app.seniorplace.com/communities/show/a92c8bc9-0203-4d55-9894-e2707cab918c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Blue Horizon Assisted Living,https://app.seniorplace.com/communities/show/df21833e-6a68-4c8d-bbc0-e66e51d79275,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Buttes Assisted Living,https://app.seniorplace.com/communities/show/c6bccd44-706c-4467-9bd6-9a1308ca23e3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Care,https://app.seniorplace.com/communities/show/41e77530-9f2c-401b-a96b-8fb9e8d41c5b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Comfort Care,https://app.seniorplace.com/communities/show/9c5da28a-30a0-4e1a-8f25-9a90519c2b98,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Golden Life,https://app.seniorplace.com/communities/show/3b3d8f44-718f-4aef-89a3-cec819fb3b9c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Premier Home Care,https://app.seniorplace.com/communities/show/ffb65168-8aa2-46c4-8929-076998a27993,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Royal Ranch,https://app.seniorplace.com/communities/show/dcb212c7-f792-4e25-a27a-31cdc342f71b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Senior Life,https://app.seniorplace.com/communities/show/d1d15da3-949d-4773-a1c8-99383b7a72da,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Sun Assisted Living 1,https://app.seniorplace.com/communities/show/215b5661-c40f-4054-a196-829f131c5efe,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizona Sun Assisted Living 2,https://app.seniorplace.com/communities/show/5abc6e01-09a4-4046-af48-a9909aaa866f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizonas Best Assisted Living,https://app.seniorplace.com/communities/show/31e208f3-4d87-4ccf-af61-38c92b50d149,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizonas Golden Heart,https://app.seniorplace.com/communities/show/0250e20d-addb-43ec-8ad4-13bc28b00ac4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizonas Golden Heart I,https://app.seniorplace.com/communities/show/54ef5873-a7b6-4cec-928d-3b000cdbde71,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arizuma Horizons Assisted Livings,https://app.seniorplace.com/communities/show/2ba1bf1f-3668-4982-9981-dae0b8d5a923,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ark Of Noah Care Home,https://app.seniorplace.com/communities/show/c878fd8f-23bc-4a5b-a1f6-9c867208184b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Armada Care Homes,https://app.seniorplace.com/communities/show/77dece73-4254-409d-9c77-a0907cb7cff8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Senior Living I I,https://app.seniorplace.com/communities/show/227a1dcf-7550-494d-ab23-1f2df2d1635b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Shore Senior Living,https://app.seniorplace.com/communities/show/e91cdecd-3c03-4329-ad7f-072cbbdf1bf6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Sun Lakes A L H,https://app.seniorplace.com/communities/show/10d3e156-d038-420a-b5e4-2bde98df1e8a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Symphony Assisted Living,https://app.seniorplace.com/communities/show/90c31f27-6e73-4a75-baa8-c93d1161d64f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Valley Assisted Living,https://app.seniorplace.com/communities/show/dc66b0bd-494f-458c-9522-dbe65e5e2475,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arrowhead Valley Retirement Resort,https://app.seniorplace.com/communities/show/efab3150-e849-4e9a-b63f-2b645063161a,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Arrowhead Village Adult Homecare,https://app.seniorplace.com/communities/show/74a739c5-7a1d-46d2-985e-1f07b983e813,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Arroyo Gardens Independent And Assisted Living,https://app.seniorplace.com/communities/show/7c931dcf-319e-49bf-a79f-9e46aba7ffbe,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Asante Adult Care Home,https://app.seniorplace.com/communities/show/93e70563-bd54-4240-8b1f-d9ab27e22c59,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aslan Adult Care Home,https://app.seniorplace.com/communities/show/ab3258d7-f748-4088-b41d-06dc77855915,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aslan Assisted Living,https://app.seniorplace.com/communities/show/85f71861-d390-4a60-83dd-f8d4e64c7d1e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Asov Borrower,https://app.seniorplace.com/communities/show/d10e56d5-a6cd-40fc-8c50-1707c7fc0645,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Aspen Assisted Living,https://app.seniorplace.com/communities/show/89278a81-6729-4acd-ba5b-28c168726559,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aspen Care Assisted Living,https://app.seniorplace.com/communities/show/44a38542-c054-422b-b097-0a397a4ee14f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aspire Senior Care,https://app.seniorplace.com/communities/show/acb65886-feb0-4834-a1aa-d6c16905189f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living Amber Hills,https://app.seniorplace.com/communities/show/45a053b8-b784-47ee-9400-fef0817dd57c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living At Bloomfield Manor,https://app.seniorplace.com/communities/show/57517170-09dc-41d4-9daf-f42af4cbf57b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living At The Phoenician,https://app.seniorplace.com/communities/show/b00f8e01-aeb4-49d8-a025-962235223049,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living At The Woodridge,https://app.seniorplace.com/communities/show/d3c69544-597c-4672-88e0-265a5748bcaa,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living By Sholt,https://app.seniorplace.com/communities/show/21050788-9ef7-4d6f-a5d7-904ab9560763,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Livings At Lifestream,https://app.seniorplace.com/communities/show/7c39798e-3233-4812-8e98-bce3817cc8b0,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Assisted Living Of Paradise Valley,https://app.seniorplace.com/communities/show/d3f317e5-b618-4684-8190-9818983c8faa,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living Of Scottsdale,https://app.seniorplace.com/communities/show/353d37ad-122d-4b94-870e-1d6f458e4001,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Living Of Scottsdale Ii,https://app.seniorplace.com/communities/show/4c6e8835-29de-480f-8a91-fdc5b6ef476e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Assisted Senior Living Care,https://app.seniorplace.com/communities/show/4c8f69ef-9ff9-44e2-b6b0-f1250c053d18,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Asterion Acres,https://app.seniorplace.com/communities/show/1bbe84ad-613e-436c-9281-e820ca816acc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Astoria Az Assisted Living,https://app.seniorplace.com/communities/show/97da96f8-bcc2-4383-be9f-9dabe7397d3a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Astoria Manor,https://app.seniorplace.com/communities/show/88806711-dbdb-49d9-a0a8-4c9df7806d00,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,At Danas Loving Care Assisted Living,https://app.seniorplace.com/communities/show/257517d7-aba0-4bc1-9560-8a22d8cf0a09,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,At Home At Central,https://app.seniorplace.com/communities/show/5b348112-fd37-494a-a002-5235657b1f3c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,At Home Cholla,https://app.seniorplace.com/communities/show/70874693-6b9b-4506-8042-9808f0bfdf31,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,At Home In Scottsdale,https://app.seniorplace.com/communities/show/b2626187-6d4c-4f8d-9535-208915acbb5a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,At Sugis Assisted Living,https://app.seniorplace.com/communities/show/84829571-7ed7-4894-9902-c546f406a4eb,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Athome Senior Care Services,https://app.seniorplace.com/communities/show/093bcd57-dfd6-4ffb-ac4f-e389ecef599d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Ativo Senior Living Of Yuma,https://app.seniorplace.com/communities/show/3c85189a-1f59-42d0-b675-53e747564162,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Ativo Senior Living Prescott Valley,https://app.seniorplace.com/communities/show/a139753c-ebb6-4355-8c06-50a8cbc0a3f3,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Atria Bell Court Gardens,https://app.seniorplace.com/communities/show/8b6e281b-3aca-404a-8e99-726555579364,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Atria Chandler Villas,https://app.seniorplace.com/communities/show/bd25ea87-94fe-470f-806c-8c46007f98e6,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Atria Vista De La Montana,https://app.seniorplace.com/communities/show/0a01e714-7a51-4cad-9e61-97abe43c13f6,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Atrium Assisted Living,https://app.seniorplace.com/communities/show/556649fa-2520-4d87-aa11-108934fa7eb1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Audreys Adult Care Home I,https://app.seniorplace.com/communities/show/92ed6cd0-9351-4af9-9880-9a2fee6c9454,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Audreys Adult Care Home,https://app.seniorplace.com/communities/show/52090450-f1bf-4569-b61b-138e912a332d,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Aurora Place,https://app.seniorplace.com/communities/show/07d1e823-5cb3-4853-873f-51a9e0072259,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Auroras Assisted Living,https://app.seniorplace.com/communities/show/fe143922-1888-4ef1-8694-95d967165d91,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Autumn House,https://app.seniorplace.com/communities/show/83ad5a11-2e11-4954-99f1-773befa8441f,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Avalon Cares Of Arizona,https://app.seniorplace.com/communities/show/660f0b0a-e934-4b53-9fb9-3ff5c70353d9,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Avalon Estates Assisted Living,https://app.seniorplace.com/communities/show/a6c237d0-d40e-4eac-a933-628c77414da4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Avanti Senior Living At Peoria,https://app.seniorplace.com/communities/show/ec879ef5-a8f3-48f1-a1b9-597b68afcd99,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Avella Assisted Living,https://app.seniorplace.com/communities/show/e0bee709-90d3-47f5-9821-2940833d0e54,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Avista Evergreen Village Assisted Living Prescott,https://app.seniorplace.com/communities/show/13bcfb3d-61f2-4299-9e76-6f58e8326361,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Avista Senior Living,https://app.seniorplace.com/communities/show/37f61f7b-d278-43f1-8e69-5908b30eae0d,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Avista Senior Living Evergreen Senior Living,https://app.seniorplace.com/communities/show/cf31ac76-7b7a-477b-a9f5-f3449ff39697,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Avista Senior Living Lake Havasu,https://app.seniorplace.com/communities/show/df741e72-7ad0-4ab8-b225-cb7dbf8f6bdc,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Avista Senior Living Payson,https://app.seniorplace.com/communities/show/6524a1bd-6598-416c-96f0-ba310c7f0860,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Avista Senior Living Yuma,https://app.seniorplace.com/communities/show/c045a90e-b91b-410a-92ff-7c5d1fe6054c,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Avista Senior Living Historic Downtown Mesa,https://app.seniorplace.com/communities/show/cab945ae-9ab4-4a1a-826a-b1d934af8c59,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Avista Sun City West Memory Care,https://app.seniorplace.com/communities/show/11d26a2e-58c8-4e84-9a1d-2d45a788d3bf,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Avondale Assisted Living,https://app.seniorplace.com/communities/show/dcaf6d7b-05a7-415f-92fd-da0e819a9ba6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Assisted Living Memory Care,https://app.seniorplace.com/communities/show/b18b147f-2767-4a28-9365-c56bcdc766e3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Happy Valley Royal Care Home,https://app.seniorplace.com/communities/show/e43bd658-0212-4055-b61a-8db9c9f15785,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Joyful Living,https://app.seniorplace.com/communities/show/2a951731-65af-47aa-8f0c-0f7e1ab1f7fd,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Life Assisted Living Ii,https://app.seniorplace.com/communities/show/b4d016be-d89e-4346-ba35-0debdbe5af18,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Life Assisted Living,https://app.seniorplace.com/communities/show/052f813b-e130-4a65-b9e8-330366c22580,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Lotus Valley Assisted Living,https://app.seniorplace.com/communities/show/4cd3aad4-aec5-4b6f-a043-ea002fdb1f14,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Ohana Care Home,https://app.seniorplace.com/communities/show/e9c60788-cf3b-494f-826d-d7e29b4efcb6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Ohana Care Home 2,https://app.seniorplace.com/communities/show/bf00e4e2-4e54-489a-b2d4-12a3a2102ada,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Senior Living Management,https://app.seniorplace.com/communities/show/d3707465-7087-4ebb-8eee-d43182783fc3,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Az Tender Loving Care Home,https://app.seniorplace.com/communities/show/f0578ee0-66b9-4c9f-bc8c-fb2c2d4b38dc,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Azalea Bloom,https://app.seniorplace.com/communities/show/972414a3-bb92-4b0f-8bc6-aff6ee60cb8b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Azalea Blossoms,https://app.seniorplace.com/communities/show/a0df7637-1590-4003-8970-b335aa1ded88,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Azalea Home,https://app.seniorplace.com/communities/show/48d488fb-9a48-4b5b-9c88-08d76dd37fe4,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Azalea Villa Assisted Living Center,https://app.seniorplace.com/communities/show/2421662b-2d97-4dab-974e-1bf970156735,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Bs D Home Care,https://app.seniorplace.com/communities/show/89f7e5af-30f5-4831-9053-3b291c6efd04,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Bailee Assisted Living,https://app.seniorplace.com/communities/show/fb3462da-fe39-4339-b93a-da78d93476b5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Baraka At Rosegarden Assisted Living,https://app.seniorplace.com/communities/show/1ce2f260-50d6-4d2a-bced-c01dfd4e15ae,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Barton House I,https://app.seniorplace.com/communities/show/9fe6e714-ac5b-46ad-bdfa-bc11fc5115e4,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Barton House Ii,https://app.seniorplace.com/communities/show/f777c265-88f2-434f-9e94-d636428741ca,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Barton House Ii,https://app.seniorplace.com/communities/show/b00b5c68-22e3-49f2-b9d4-5e55a2baa921,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Be Loved Assisted Living,https://app.seniorplace.com/communities/show/4148cf21-4f66-418e-99a9-e665a8ea011b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Beatitudes Campus,https://app.seniorplace.com/communities/show/bf36039b-5db3-4d71-91bb-97419ad3b2b5,field_682fc481aaf60,"Assisted Living Community, Independent Living, Memory Care, Nursing Home, Home Care","5, 6, 3, 7, 488",a:5:{i:0;i:5;i:1;i:6;i:2;i:3;i:3;i:7;i:4;i:488;}
?,Beautiful Haven Assisted Living,https://app.seniorplace.com/communities/show/9a9b7e29-6d09-4908-871b-da55f8d73b01,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Beautiful Minds Assisted Living,https://app.seniorplace.com/communities/show/4f6a15b0-348a-4eac-8067-2860bc1550d8,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Bee Hive Homes,https://app.seniorplace.com/communities/show/2f41c0b4-77aa-4f36-aa53-9dc83c752b70,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Bee Hive Homes Of Arrowhead,https://app.seniorplace.com/communities/show/baf127b9-cd1d-4ef4-b585-e259004a9189,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Beehive Homes Of Page Grandview,https://app.seniorplace.com/communities/show/3783a3cc-3920-4d88-a191-34943f621f60,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Beehive Homes Of Page Elk Rd,https://app.seniorplace.com/communities/show/062921c8-ce81-4748-85c8-c1c83f7fc3f5,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Beehive Homes Of Sierra Vista,https://app.seniorplace.com/communities/show/a04d19e6-b5c9-457c-97a4-f37b533cf0cf,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
