ID,Title,before_types,after_types,status
7269,Chekela Turners Place,,,UNCHANGED
7270,Chekela Turners Place Iii,,,UNCHANGED
7271,Cherrys Assisted Living,,,UNCHANGED
7272,Chesters House,,,UNCHANGED
7273,Cheyennes Place,,,UNCHANGED
7274,Christcentered Care Assisted Living,,,UNCHANGED
7275,Christian Care Assisted Living,,,UNCHANGED
7276,Christian Care Manor Ii,,,UNCHANGED
7277,Christian Care Nursing Center,,,UNCHANGED
7278,Christinas Assisted Living,,,UNCHANGED
7279,Cimarron Assisted Living,,,UNCHANGED
7280,Circle Of Life Alzheimer Homes,,,UNCHANGED
7281,Circle Of Life Alzheimer Homes,,,UNCHANGED
7282,Circle Of Life Alzheimer Homes,,,UNCHANGED
7283,Circle Of Life Alzheimer Homes,,,UNCHANGED
7284,Circle Of Life Alzheimer Homes,,,UNCHANGED
7285,Circle Of Life Alzheimer Homes,,,UNCHANGED
7286,Circle Of Life Alzheimer Homes,,,UNCHANGED
7287,Circles Of Life Residential Care,,,UNCHANGED
7288,Circles Of Life Residential Care And Memory Care,,,UNCHANGED
7289,Citrus Canyon Care,,,UNCHANGED
7290,Citrus Manor,,,UNCHANGED
7291,Citrus Villa Mesa Assisted Living,,,UNCHANGED
7292,Claremont Assisted Living,,,UNCHANGED
7293,Clarendale Arcadia,,,UNCHANGED
7294,Clarendale Of Chandler,,,UNCHANGED
7295,Class Act Glencove Mesa,,,UNCHANGED
7296,Class Act Los Alamos Mesa,,,UNCHANGED
7297,Classic Assisted Living,,,UNCHANGED
7298,Clearwater Agritopia,,,UNCHANGED
7299,Clearwater Ahwatukee,,,UNCHANGED
7300,Clearwater Mayo Blvd,,,UNCHANGED
7301,Clearwater Pinnacle Peak,,,UNCHANGED
7302,Cloister Assisted Living,,,UNCHANGED
7303,Cloud Resort,,,UNCHANGED
7304,Cold Spring Assisted Living,,,UNCHANGED
7305,Colter Luxury Assisted Living,,,UNCHANGED
7306,Colter Operations,,,UNCHANGED
7307,Comfort Assisted Living 2,,,UNCHANGED
7308,Comfort Assisted Living,,,UNCHANGED
7309,Comfort Care Rose Arbor House,,,UNCHANGED
7310,Comfort Care,,,UNCHANGED
7311,Comfort Gardens,,,UNCHANGED
7312,Comfort Haven Of Mesa,,,UNCHANGED
7313,Comfort Home Assisted Living Of Peoria,,,UNCHANGED
7314,Comfort Home Care,,,UNCHANGED
7315,Comfort Living Home Care,,,UNCHANGED
7316,Comfort Living Senior Care,,,UNCHANGED
7317,Comforts Of Home Alh,,,UNCHANGED
7318,Comfy Couch Residential Assisted Living,,,UNCHANGED
7319,Companion Care Homes,,,UNCHANGED
7320,Compassionate Hands Assisted Living,,,UNCHANGED
7321,Compassionate Manor Assisted Living,,,UNCHANGED
7322,Compassionate Senior Care,,,UNCHANGED
7323,Constant Care Assisted Living,,,UNCHANGED
7324,Constant Care Assisted Living Ocotillo,,,UNCHANGED
7325,Constant Care Assisted Living North Central,,,UNCHANGED
7326,Constant Care Assisted Living Of Arcadia,,,UNCHANGED
7327,Constant Care Windsor,,,UNCHANGED
7328,Coolidge Legacy At Scottsdale,,,UNCHANGED
7329,Copper Creek Inn Memory Care Community,,,UNCHANGED
7330,Copper Sky Assisted Living,,,UNCHANGED
7331,Copper Springs Retirement Community,,,UNCHANGED
7332,Copper Village Assisted Living,,,UNCHANGED
7333,Coral Gables Manor,,,UNCHANGED
7334,Corine Assisted Living,,,UNCHANGED
7335,Corinthian Assisted Living,,,UNCHANGED
7336,Corinthian Assisted Living Place,,,UNCHANGED
7337,Corinthian Home Care,,,UNCHANGED
7338,Cornerstone Al,,,UNCHANGED
7339,Coronado Ranch Ach,,,UNCHANGED
7340,Corrine Assisted Living,,,UNCHANGED
7341,Cottonwood Village,,,UNCHANGED
7342,Country Club Assisted Living Care Home,,,UNCHANGED
7343,Country Club Care Home,,,UNCHANGED
7344,Country Estates Assisted Living,,,UNCHANGED
7345,Country Grove,,,UNCHANGED
7346,Country Oaks,,,UNCHANGED
7347,Country Villa,,,UNCHANGED
7348,Countryside Senior Living,,,UNCHANGED
7349,County Villa,,,UNCHANGED
7350,Cozy Home Care,,,UNCHANGED
7351,Creative Care Assisted Living,,,UNCHANGED
7352,Crescent Surprise Assisted Living,,,UNCHANGED
7353,Crestlane Care Assisted Living,,,UNCHANGED
7354,Crismon Peaks Assisted Living,,,UNCHANGED
7355,Crismon Peaks Assisted Living,,,UNCHANGED
7356,Crismon Peaks Assisted Living Scottsdale,,,UNCHANGED
7357,Crocus Al,,,UNCHANGED
7358,Crossroads Assisted Living,,,UNCHANGED
7359,Crossroads Assisted Living,,,UNCHANGED
7360,Crossroads Assisted Living,,,UNCHANGED
7361,Crystal Cove Home Care Ii,,,UNCHANGED
7362,Crystal Joy Care Home,,,UNCHANGED
7363,Crystal Ridge Assisted Living,,,UNCHANGED
7364,Crystal Rose,,,UNCHANGED
7365,D A White Dove A L H,,,UNCHANGED
7366,D M Assisted Living,,,UNCHANGED
7367,D Vintage Place Assisted Living,,,UNCHANGED
7368,Darcy Manor Assisted Living,,,UNCHANGED
7369,Dahlia Assisted Living And Memory Care,,,UNCHANGED
7370,Dahlia Assisted Living,,,UNCHANGED
7371,Dahlia Care,,,UNCHANGED
7372,Danielas Assisted Living,,,UNCHANGED
7373,Daniellas Loving Care Home,,,UNCHANGED
7374,Danila Care Home I I,,,UNCHANGED
7375,Danilas Assisted Living,,,UNCHANGED
7376,Daninas Care Home,,,UNCHANGED
7377,Davis Place Senior Living,,,UNCHANGED
7378,Dayflower Care Home,,,UNCHANGED
7379,Daylight Assisted Living,,,UNCHANGED
7380,Daystar Senior Living,,,UNCHANGED
7381,Deac Estates,,,UNCHANGED
7382,Deanne Assisted Living,,,UNCHANGED
7383,Deer Valley Care Home,,,UNCHANGED
7384,Delicare,,,UNCHANGED
7385,Dementia Campus Assisted Living Center,,,UNCHANGED
7386,Dempseys Adult Care Home,,,UNCHANGED
7387,Desert Bloom Home At Desert Cove,,,UNCHANGED
7388,Desert Bloom Home At Scottsdale,,,UNCHANGED
7389,Desert Breeze Alh,,,UNCHANGED
7390,Desert Breeze Of Ahwatukee,,,UNCHANGED
7391,Desert Breeze Senior Living,,,UNCHANGED
7392,Desert Comfort Assisted Living,,,UNCHANGED
7393,Desert Cove Assisted Living,,,UNCHANGED
7394,Desert Cove Assisted Living,,,UNCHANGED
7395,Desert Dreams Adult Care Home,,,UNCHANGED
7396,Desert Garden Assisted Living Ii,,,UNCHANGED
7397,Desert Garden Assisted Living,,,UNCHANGED
7398,Desert Garden Homecare,,,UNCHANGED
7399,Desert Gardens Assisted Living,,,UNCHANGED
7400,Desert Gardens Assisted Living,,,UNCHANGED
7401,Desert Gem Assisted Living,,,UNCHANGED
7402,Desert Haven Adult Care Home,,,UNCHANGED
7403,Desert Haven Home Care,,,UNCHANGED
7404,Desert Hills Assisted Living,,,UNCHANGED
7405,Desert Hills Heart Of Gold Assisted Living,,,UNCHANGED
7406,Desert Home Assisted Living,,,UNCHANGED
7407,Desert Home Of Arizona,,,UNCHANGED
7408,Desert Jewel At Orange Tree,,,UNCHANGED
7409,Desert Jewel At Orange Tree,,,UNCHANGED
7410,Desert Joy Assisted Living,,,UNCHANGED
7411,Desert Marigold Senior Living Of Tempe,,,UNCHANGED
7412,Desert Oasis At Countryside Estates Assisted Living,,,UNCHANGED
7413,Desert Oasis At Superstition Assisted Living,,,UNCHANGED
7414,Desert Oasis Healthy Living,,,UNCHANGED
7415,Desert Oasis Retreat Care Home,,,UNCHANGED
7416,Desert Orchid Assisted Living,,,UNCHANGED
7417,Desert Palace Assisted Living,,,UNCHANGED
7418,Desert Palm At The Park,,,UNCHANGED
7419,Desert Palm On 10Th Place Desert Palm Adult Care Ii,,,UNCHANGED
7420,Desert Palm On Belmont Desert Palm Adult Care Iii,,,UNCHANGED
7421,Desert Palm On Palm Lane,,,UNCHANGED
7422,Desert Palm On Palmaire,,,UNCHANGED
7423,Desert Palm On Virginia,,,UNCHANGED
7424,Desert Palms Adult Care Home,,,UNCHANGED
7425,Desert Pond Assisted Living,,,UNCHANGED
7426,Desert Ranch Assisted Living,,,UNCHANGED
7427,Desert Ridge Manor Tbi Behavioral Care,,,UNCHANGED
7428,Desert Rose Assisted Living Health,,,UNCHANGED
7429,Desert Sage Assisted Living,,,UNCHANGED
7430,Desert Sanctuary Assisted Living,,,UNCHANGED
7431,Desert Sierra Assisted Living,,,UNCHANGED
7432,Desert Springs Assisted Living,,,UNCHANGED
7433,Desert Springs Communities,,,UNCHANGED
7434,Desert Springs Escondido,,,UNCHANGED
7435,Desert Springs Gracious Retirement Living,,,UNCHANGED
7436,Desert Stream Assisted Living 3,,,UNCHANGED
7437,Desert View Assisted Living,,,UNCHANGED
7438,Desert Willow Assisted Living,,,UNCHANGED
7440,Desert Winds Assisted Living,,,UNCHANGED
7442,Desert Winds I Alh,,,UNCHANGED
7444,Desert Winds Independent Living,,,UNCHANGED
7446,Destination Assisted Living,,,UNCHANGED
7448,Destiny Care Home,,,UNCHANGED
7449,Devine Assisted Living,,,UNCHANGED
7451,Devon Gables Rehabilitation Center,,,UNCHANGED
7453,Devoted Hearts Assisted Living,,,UNCHANGED
7455,Diamond Manor Adult Care,,,UNCHANGED
7457,Diamond Quality Assisted Living Care Home,,,UNCHANGED
7459,Dignified Assisted Living,,,UNCHANGED
7461,Dignified Carehome,,,UNCHANGED
7463,Dignity 1St Home Care Solutions,,,UNCHANGED
7465,Dignity Care Homes,,,UNCHANGED
7467,Dinas Assisted Living,,,UNCHANGED
7469,Discovery Point,,,UNCHANGED
7471,Divine Mercy Assisted Living,,,UNCHANGED
7473,Dixileta Adult Care Home Ii,,,UNCHANGED
7475,Dnadebbs At Layton Lake,,,UNCHANGED
7477,Doctors Choice Assisted Living,,,UNCHANGED
7479,Doctors First Choice Care Home,,,UNCHANGED
7481,Dolce Vita,,,UNCHANGED
7483,Dream Street Care,,,UNCHANGED
7485,Dt Care 2,,,UNCHANGED
7487,Dulce Compania Assisted Living,,,UNCHANGED
7489,East Desert Sun Assisted Living,,,UNCHANGED
7490,East Shea Ii Assisted Living,,,UNCHANGED
7492,East Valley Mansion Assisted Living,,,UNCHANGED
7493,Eastmark Carehomes,,,UNCHANGED
7495,Eden Assisted Living,,,UNCHANGED
7497,Eden Estates Assisted Living,,,UNCHANGED
7499,Eden Living Home,,,UNCHANGED
7501,El Bethel,,,UNCHANGED
7502,El Pueblo Assisted Living,,,UNCHANGED
7504,Elder Care More Ii,,,UNCHANGED
7506,Elder Joy,,,UNCHANGED
7508,Elders Ranch By Carla,,,UNCHANGED
7510,Elegant Care Ii,,,UNCHANGED
7511,Elegant Care,,,UNCHANGED
7513,Elite Assisted Living,,,UNCHANGED
7515,Elite Assisted Living 3,,,UNCHANGED
7517,Elite Assisted Living 4,,,UNCHANGED
7519,Elite Assisted Living,,,UNCHANGED
7521,Elite Memory Care,,,UNCHANGED
7523,Elite Quality Home Care,,,UNCHANGED
7525,Elite Senior Living,,,UNCHANGED
7527,Elite Serenity Residence,,,UNCHANGED
7529,Elliecare,,,UNCHANGED
7531,Elm Senior Living,,,UNCHANGED
7533,Elmer Place For Parents,,,UNCHANGED
7535,Elmer Place For Parents Simple Living Home Care,,,UNCHANGED
7536,Elsas Adult Care Home Ii,,,UNCHANGED
7538,Elsas Adult Care Home,,,UNCHANGED
7540,Elysium Assisted Living,,,UNCHANGED
7542,Embrace Assisted Living V,,,UNCHANGED
7543,Embrace Assisted Living Vi,,,UNCHANGED
7545,Embrace Assisted Living,,,UNCHANGED
7547,Embrace North Assisted Living,,,UNCHANGED
7549,Emerald Assisted Living,,,UNCHANGED
7551,Emerald Glen Memory Care Plus,,,UNCHANGED
7553,Emerald Groves Central,,,UNCHANGED
7555,Emerald Groves North,,,UNCHANGED
7556,Emerald Groves South,,,UNCHANGED
7557,Emerald Springs Senior Living,,,UNCHANGED
7559,Emerine Hills Adult Care Home,,,UNCHANGED
7561,Emmanuel Assisted Living,,,UNCHANGED
7563,Emmanuel Care Home,,,UNCHANGED
7565,Emmanuel Care Home Ii,,,UNCHANGED
7567,Emmanuel Care Home Iii,,,UNCHANGED
7569,Encanto Palms Assisted Living,,,UNCHANGED
7571,Encompass Health Rehabilitation Institute,,,UNCHANGED
7572,Encore On First,,,UNCHANGED
7573,Encore On First,,,UNCHANGED
7575,Entrada Assisted Livings,,,UNCHANGED
7577,Essential Patient Care,,,UNCHANGED
7579,Essential Patient Care,,,UNCHANGED
7581,Estancia Assisted Living At Avoca Place,,,UNCHANGED
7582,Estancia Assisted Living At Dana Park,,,UNCHANGED
7584,Estancia Assisted Living At Discovery Park,,,UNCHANGED
7585,Estancia Assisted Living At Sunnydale,,,UNCHANGED
7587,Estancia Assisted Living,,,UNCHANGED
7589,Estancia At Elgin Ranch,,,UNCHANGED
7591,Esther Adult Care Home,,,UNCHANGED
7593,Estrella Estates Gracious Retirement Living,,,UNCHANGED
7595,Eternal Life Care Center,,,UNCHANGED
7597,Eternal Spring Of Gilbert,,,UNCHANGED
7599,European Adults Home,,,UNCHANGED
7601,Ever After Assisted Living,,,UNCHANGED
7603,Evergreen Assisted Living Ii,,,UNCHANGED
7605,Evergreen Assisted Living,,,UNCHANGED
7607,Evergreen Assisted Living Llc Gilbert,,,UNCHANGED
7609,Everlasting Services At Ahwatukee,,,UNCHANGED
7611,Everlasting Services At Camelback,,,UNCHANGED
7613,Everlasting Services At Coronado,,,UNCHANGED
7615,Everlasting Services At Estrella Centerbrain Injuries Only,,,UNCHANGED
7617,Everlasting Services At Hatcher,,,UNCHANGED
7619,Everwood Senior Living,,,UNCHANGED
7621,Extended Family Home,,,UNCHANGED
7623,Extended Family Ii Alh,,,UNCHANGED
7625,Eyal Llc 2,,,UNCHANGED
7627,Fair Home Care Senior Care Home,,,UNCHANGED
7629,Fairbrook Grove,,,UNCHANGED
7631,Fairmont Village Memory Care And Behavioral,,,UNCHANGED
7633,Fairmount Assisted Living,,,UNCHANGED
7635,Fairwinds Desert Point,,,UNCHANGED
7637,Faith Hope Assisted Living,,,UNCHANGED
7639,Faith Assisted Living,,,UNCHANGED
7641,Faith Care Homes,,,UNCHANGED
7643,Faithful Heart Assisted Living,,,UNCHANGED
7645,Famiglia Amore,,,UNCHANGED
7647,Family Care Assisted Living,,,UNCHANGED
7649,Family Care Homes Inc Encanto House,,,UNCHANGED
7651,Family Care Homesgilbert House,,,UNCHANGED
7653,Family Care Homesivy House,,,UNCHANGED
7655,Family Care Homesjensen House,,,UNCHANGED
7657,Family First Assisted Living,,,UNCHANGED
7659,Family Loving Kare S1,,,UNCHANGED
7660,Family Loving Kare S3,,,UNCHANGED
7662,Family Matters Care,,,UNCHANGED
7664,Family Matters Ii,,,UNCHANGED
7666,Family Touch,,,UNCHANGED
7668,Faubush Family Homes,,,UNCHANGED
7670,Faubush Family Homes,,,UNCHANGED
7672,Faubush Family Homes,,,UNCHANGED
7674,Fawn Assisted Living,,,UNCHANGED
7676,Feel At Home 2 Assisted Living,,,UNCHANGED
7677,Feel At Home Assisted Living,,,UNCHANGED
7678,Fellowship Square Christian Care Manor Iv,,,UNCHANGED
7680,Fellowship Square Historic Mesa,,,UNCHANGED
7682,Fellowship Square Phoenix,,,UNCHANGED
7684,Fellowship Squaremesa,,,UNCHANGED
7686,Fidelity Care Corner,,,UNCHANGED
7688,Finley Farms Assisted Living,,,UNCHANGED
7690,Firebird Assisted Living,,,UNCHANGED
7692,Firebird Assisted Living 2,,,UNCHANGED
7694,First Adult Care Home,,,UNCHANGED
7696,First Choice Assisted Living,,,UNCHANGED
7698,First Choice Home Care,,,UNCHANGED
7700,Fisher Family Home,,,UNCHANGED
7702,Five Roses Adult Care Home Iii,,,UNCHANGED
7704,Five Star Assisted Living,,,UNCHANGED
7706,Flamingo Alh,,,UNCHANGED
7708,Fletcher Farms Assisted Living,,,UNCHANGED
7710,Fletcher Heights Assisted Living,,,UNCHANGED
7712,Flomarie Love Care Home 2,,,UNCHANGED
7714,Flowers Assisted Living 2,,,UNCHANGED
7718,Foothills Vista Adult Care Home,,,UNCHANGED
7720,Forever My Heart,,,UNCHANGED
7722,Fountain Assisted Living Center,,,UNCHANGED
7724,Fountain Hills Assisted Living,,,UNCHANGED
7726,Fountain Hills Care,,,UNCHANGED
7728,Fountain Hills Manor,,,UNCHANGED
7730,Fountain Home Assisted Living,,,UNCHANGED
7732,Fountain Of Youth,,,UNCHANGED
7734,Fountain View Manor Assisted Living,,,UNCHANGED
7736,Fountain View Village,,,UNCHANGED
7738,Fountainview Assisted Living,,,UNCHANGED
7740,Four Roses Assisted Living,,,UNCHANGED
7742,Frances Residential Care 1,,,UNCHANGED
7744,Frances Residential Care Home 2,,,UNCHANGED
7746,Freedom Care At Bella Vista,,,UNCHANGED
7748,Freedom Plaza Care Center,,,UNCHANGED
7750,Friends And Family Assisted Living,,,UNCHANGED
7751,Friendship Village Of Tempe,,,UNCHANGED
7753,Fromrhearts,,,UNCHANGED
7755,Furaha Care Homes,,,UNCHANGED
7757,G G Comfortable Care Home,,,UNCHANGED
7759,G I Adult Care Home,,,UNCHANGED
7761,Garden Enclave Assisted Living,,,UNCHANGED
7763,Garden Ridge,,,UNCHANGED
7765,Garden Village Assisted Living V,,,UNCHANGED
7767,Gardenia Adult Care Home,,,UNCHANGED
7769,Gardens At Ocotillo Senior Livingspectrum Retirement,,,UNCHANGED
7771,Gardens At San Carlos The,,,UNCHANGED
7773,Gardens Care Scottsdale Formally Truewood By Merrill Gardens,,,UNCHANGED
7775,Garnet Of Casa Grande Assisted Living Community,,,UNCHANGED
7777,Gateway Assisted Living,,,UNCHANGED
7779,Gc Assisted Living,,,UNCHANGED
7780,Gems Assisted Living 4,,,UNCHANGED
7782,Gems Assisted Living 3,,,UNCHANGED
7784,Gems Assisted Living,,,UNCHANGED
7786,Gems Assisted Living,,,UNCHANGED
7788,Gentle Care Assisted Living,,,UNCHANGED
7790,Genuine Companionship,,,UNCHANGED
7791,Geranium Alh,,,UNCHANGED
7793,Gift Of Love Assisted Living,,,UNCHANGED
7795,Gifted Hands Assisted Living,,,UNCHANGED
7797,Gifts Of Grace Assisted Livings,,,UNCHANGED
7799,Gifts Of Grace Assisted Livings Ii,,,UNCHANGED
7801,Give Love Assisted Living,,,UNCHANGED
7803,Glassford Place Senior Living,,,UNCHANGED
7805,Glecy Infinity Care Assisted Living,,,UNCHANGED
7807,Glencroft Center For Modern Aging,,,UNCHANGED
7809,Gleneagles Assisted Living,,,UNCHANGED
7811,Glorias Assisted Living,,,UNCHANGED
7813,Glorianne Adult Care Home,,,UNCHANGED
7815,Glynnis Place,,,UNCHANGED
7817,Gods Grace Assisted Living,,,UNCHANGED
7819,Gold Star Care Home,,,UNCHANGED
7821,Golden Age Assisted Living,,,UNCHANGED
7823,Golden Age Care Home,,,UNCHANGED
7825,Golden Ages Adult Care Home,,,UNCHANGED
7827,Golden Autumn Adult Care Home,,,UNCHANGED
7829,Golden Care,,,UNCHANGED
7831,Golden Care Ach,,,UNCHANGED
7833,Golden Care For Elderly,,,UNCHANGED
7835,Golden Care Living Home,,,UNCHANGED
7837,Golden Crown Assisted Living,,,UNCHANGED
7839,Golden Eagle Assisted Living,,,UNCHANGED
7841,Golden Generationtimes Adult Care Home,,,UNCHANGED
7843,Golden Heritage Assisted Living,,,UNCHANGED
7845,Golden Residence Assisted Living,,,UNCHANGED
7847,Golden Senior Living,,,UNCHANGED
7849,Golden Springs Senior Living,,,UNCHANGED
7851,Golden Summers Care Home Llc Deer Valley,,,UNCHANGED
7853,Golden Summers Care Home Of Moon Valley,,,UNCHANGED
7855,Golden Swan Manor,,,UNCHANGED
7857,Golden Times Assisted Living,,,UNCHANGED
7859,Golden Times,,,UNCHANGED
7861,Golden Touch Care Homes,,,UNCHANGED
7863,Golden Touch Home Care,,,UNCHANGED
7864,Golden Touch One Adult Care Home At Mcqueen,,,UNCHANGED
7866,Golden Years Assisted Living,,,UNCHANGED
7868,Golden Years Haven Assisted Living,,,UNCHANGED
7870,Goldmine Mountain Assisted Living,,,UNCHANGED
7872,Goldwater Assisted Living 3,,,UNCHANGED
7874,Goldwater Legacy Assisted Living,,,UNCHANGED
7876,Good Hands Adult Home Care,,,UNCHANGED
7878,Good Nurses Assisted Living,,,UNCHANGED
7880,Good Samaritan Home Care,,,UNCHANGED
7882,Good Samaritan Societyprescott Valley,,,UNCHANGED
7884,Good Shepherd Assisted Living,,,UNCHANGED
7886,Goodyear Assisted Living,,,UNCHANGED
7888,Grace Mercy Assisted Living,,,UNCHANGED
7890,Grace Assisted Living,,,UNCHANGED
7892,Grace Assisted Living Ii,,,UNCHANGED
7894,Grace Assisted Living,,,UNCHANGED
7896,Grace Hill Assisted Livings,,,UNCHANGED
7898,Grace Hill Ranch,,,UNCHANGED
7900,Grace Hill Special Care,,,UNCHANGED
7902,Grace Hospice And Palliative Care,,,UNCHANGED
7904,Grace Living Care,,,UNCHANGED
7906,Grace Manor,,,UNCHANGED
7908,Grace Manor Of Arizona Ii,,,UNCHANGED
7910,Graces Place Assisted Living,,,UNCHANGED
7912,Graceful Hands Home Care,,,UNCHANGED
7914,Graceful Waters,,,UNCHANGED
7916,Graceville Estate,,,UNCHANGED
7918,Gracious Grannys,,,UNCHANGED
7920,Gramas Home,,,UNCHANGED
7921,Grand Court Of Mesa,,,UNCHANGED
7922,Grandmas Angel 2,,,UNCHANGED
7924,Grandview Gardens,,,UNCHANGED
7926,Granite Gate Senior Living,,,UNCHANGED
7928,Great Heart Adult Assisted Living,,,UNCHANGED
7930,Green Acres Assisted Living,,,UNCHANGED
7932,Green Garden 1 Senior Care,,,UNCHANGED
7934,Green Garden 2 Senior Care,,,UNCHANGED
7935,Greenfield Assisted Living,,,UNCHANGED
7937,Greenfield Assisted Living I,,,UNCHANGED
7938,Greenway Home Care,,,UNCHANGED
7940,Greenway Oasis Assisted Living,,,UNCHANGED
7942,Grovers Assisted Living,,,UNCHANGED
7944,Guardian Care Assisted Living,,,UNCHANGED
7945,Gwees Comfort Assisted Living,,,UNCHANGED
7946,H A Family Care Home,,,UNCHANGED
7948,Hacienda At The River,,,UNCHANGED
7950,Hacienda At The Canyon,,,UNCHANGED
7952,Hacienda De Caring Hands,,,UNCHANGED
7954,Hacienda De Luna Assisted Living,,,UNCHANGED
7956,Hacienda De Luna Assisted Living,,,UNCHANGED
7958,Hacienda De Luna Assisted Living,,,UNCHANGED
7960,Hacienda Del Rey,,,UNCHANGED
7962,Hacienda Granada,,,UNCHANGED
7964,Hally Care Assisted Living,,,UNCHANGED
7965,Halynas Care,,,UNCHANGED
7967,Halynas Care,,,UNCHANGED
7969,Handmaker Home For The Aging,,,UNCHANGED
7971,Hands Of Care,,,UNCHANGED
7973,Happy And Healthy Assisted Living,,,UNCHANGED
7975,Happy Days Assisted Living,,,UNCHANGED
7977,Happy Family Assisted Living,,,UNCHANGED
7979,Happy Gallery Assisted Living,,,UNCHANGED
7981,Happy Hearts 2,,,UNCHANGED
7983,Happy Hearts Assisted Living,,,UNCHANGED
7985,Happy Valley Assisted Living,,,UNCHANGED
7987,Harmony Adult Living Solution,,,UNCHANGED
7989,Harmony Care Assisted Living,,,UNCHANGED
7991,Harmony Gardens,,,UNCHANGED
7993,Hartford Assisted Living,,,UNCHANGED
7995,Harvard House Of Care,,,UNCHANGED
7997,Harvest Assisted Living,,,UNCHANGED
7999,Harvest At Queen Creek,,,UNCHANGED
8000,Harvest At Queen Creek,,,UNCHANGED
8002,Haven Adult Assisted Living,,,UNCHANGED
8004,Haven At Rose Garden,,,UNCHANGED
8006,Haven Health Prescott Alf,,,UNCHANGED
8008,Haven Health Tucson,,,UNCHANGED
8009,Haven Of Camp Verde,,,UNCHANGED
8011,Haven Of Show Low,,,UNCHANGED
8013,Haven Springs At Green Valley,,,UNCHANGED
8015,Haven Springs At North Phoenix,,,UNCHANGED
8016,Haven Springs At North Phoenix,,,UNCHANGED
8018,Haven Springs At Tucson,,,UNCHANGED
8020,Hawthorn Court At Ahwatukee,,,UNCHANGED
8022,Hayden Estates Assisted Living,,,UNCHANGED
8024,Hayden Villa,,,UNCHANGED
